prize_year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country,latitude,longitude,prize_age
2006,Economics,The Sveriges Riksbank Prize in Economic Sciences 2006,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",1月1日,807,Individual,Edmund S. Phelps,1933/7/26,"Evanston, IL",United States,Male,Columbia University,"New York, NY",United States of America,NA,NA,NA,42.0464,-87.6943,73
2006,Literature,The Nobel Prize in Literature 2006,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",1月1日,808,Individual,Orhan Pamuk,1952/6/7,Istanbul,Turkey,Male,NA,NA,NA,NA,NA,NA,41.0136,28.955,54
2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",1月2日,802,Individual,Andrew Z. Fire,1959/4/27,"Stanford, CA",United States,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,NA,NA,NA,37.4252,-122.1674,47
2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",1月2日,803,Individual,Craig C. Mello,1960/10/19,"New Haven, CT",United States,Male,University of Massachusetts Medical School,"Worcester, MA",United States of America,NA,NA,NA,41.3113,-72.9246,46
2006,Peace,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below""",1月2日,809,Individual,Muhammad Yunus,1940/6/28,Chittagong,British India (Bangladesh),Male,NA,NA,NA,NA,NA,NA,22.3330556,91.8363876,66
2006,Peace,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below""",1月2日,810,Organization,Grameen Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2006,Physics,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",1月2日,804,Individual,John C. Mather,1946/8/7,"Roanoke, VA",United States,Male,NASA Goddard Space Flight Center,"Greenbelt, MD",United States of America,NA,NA,NA,37.2785,-79.9581,60
2006,Physics,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",1月2日,805,Individual,George F. Smoot,1945/2/20,"Yukon, FL",United States,Male,University of California,"Berkeley, CA",United States of America,NA,NA,NA,35.5201,-97.7639,61
2007,Chemistry,The Nobel Prize in Chemistry 2007,"""for his studies of chemical processes on solid surfaces""",1月1日,816,Individual,Gerhard Ertl,1936/10/10,Bad Cannstatt,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,NA,NA,NA,48.8072,9.2147,71
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",1月3日,820,Individual,Leonid Hurwicz,1917/8/21,Moscow,Russia,Male,University of Minnesota,"Minneapolis, MN",United States of America,2008/6/24,"Minneapolis, MN",United States of America,55.7558,37.6178,90
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",1月3日,821,Individual,Eric S. Maskin,1950/12/12,"New York, NY",United States,Male,Institute for Advanced Study,"Princeton, NJ",United States of America,NA,NA,NA,40.6943,-73.9249,57
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",1月3日,822,Individual,Roger B. Myerson,1951/3/29,"Boston, MA",United States,Male,University of Chicago,"Chicago, IL",United States of America,NA,NA,NA,42.3188,-71.0852,56
2007,Literature,The Nobel Prize in Literature 2007,"""that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny""",1月1日,817,Individual,Doris Lessing,1919/10/22,Kermanshah,Persia (Iran),Female,NA,NA,NA,2013/11/17,London,United Kingdom,34.3141667,47.0649986,88
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",1月3日,811,Individual,Mario R. Capecchi,1937/10/6,Verona,Italy,Male,University of Utah,"Salt Lake City, UT",United States of America,NA,NA,NA,45.4386,10.9928,70
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",1月3日,811,Individual,Mario R. Capecchi,1937/10/6,Verona,Italy,Male,Howard Hughes Medical Institute,NA,NA,NA,NA,NA,45.4386,10.9928,70
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",1月3日,812,Individual,Sir Martin J. Evans,1941/1/1,Stroud,United Kingdom,Male,Cardiff University,Cardiff,United Kingdom,NA,NA,NA,51.744,-2.215,66
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",1月3日,813,Individual,Oliver Smithies,1925/6/23,Halifax,United Kingdom,Male,University of North Carolina,"Chapel Hill, NC",United States of America,2017/1/10,"Chapel Hill, NC",United States of America,53.725,-1.863,82
2007,Peace,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",1月2日,818,Organization,Intergovernmental Panel on Climate Change (IPCC),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2007,Peace,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",1月2日,819,Individual,Albert Arnold (Al) Gore Jr.,1948/3/31,"Washington, DC",United States,Male,NA,NA,NA,NA,NA,NA,38.9047,-77.0163,59
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",1月2日,814,Individual,Albert Fert,1938/3/7,Carcassonne,France,Male,Universit&eacute; Paris-Sud,Orsay,France,NA,NA,NA,43.21,2.35,69
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",1月2日,814,Individual,Albert Fert,1938/3/7,Carcassonne,France,Male,Unit&eacute; Mixte de Physique CNRS/THALES,Orsay,France,NA,NA,NA,43.21,2.35,69
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",1月2日,815,Individual,Peter Grünberg,1939/5/18,Plzen,Czechoslovakia (Czech Republic),Male,Forschungszentrum J&uuml;lich,J&uuml;lich,Germany,NA,NA,NA,49.7474748,13.3775873,68
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",1月3日,829,Individual,Osamu Shimomura,1928/8/27,Kyoto,Japan,Male,Marine Biological Laboratory (MBL),"Woods Hole, MA",United States of America,NA,NA,NA,35.02107,135.7538452,80
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",1月3日,829,Individual,Osamu Shimomura,1928/8/27,Kyoto,Japan,Male,Boston University Medical School,"Massachusetts, MA",United States of America,NA,NA,NA,35.02107,135.7538452,80
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",1月3日,830,Individual,Martin Chalfie,1947/1/15,"Chicago, IL",United States,Male,Columbia University,"New York, NY",United States of America,NA,NA,NA,41.8375,-87.6866,61
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",1月3日,831,Individual,Roger Y. Tsien,1952/2/1,"New York, NY",United States,Male,University of California,"San Diego, CA",United States of America,2016/8/24,"Eugene, OR",United States of America,40.6943,-73.9249,56
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",1月3日,831,Individual,Roger Y. Tsien,1952/2/1,"New York, NY",United States,Male,Howard Hughes Medical Institute,NA,NA,2016/8/24,"Eugene, OR",United States of America,40.6943,-73.9249,56
2008,Economics,The Sveriges Riksbank Prize in Economic Sciences 2008,"""for his analysis of trade patterns and location of economic activity""",1月1日,834,Individual,Paul Krugman,1953/2/28,"New York, NY",United States,Male,Princeton University,"Princeton, NJ",United States of America,NA,NA,NA,40.6943,-73.9249,55
2008,Literature,The Nobel Prize in Literature 2008,"""author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization""",1月1日,832,Individual,Jean-Marie Gustave Le Clézio,1940/4/13,Nice,France,Male,NA,NA,NA,NA,NA,NA,43.7034,7.2663,68
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for his discovery of human papilloma viruses causing cervical cancer""",1月2日,823,Individual,Harald zur Hausen,1936/3/11,Gelsenkirchen,Germany,Male,German Cancer Research Center,Heidelberg,Germany,NA,NA,NA,51.5167,7.1,72
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",1月4日,824,Individual,Françoise Barré-Sinoussi,1947/7/30,Paris,France,Female,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",Paris,France,NA,NA,NA,48.8567,2.3522,61
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",1月4日,825,Individual,Luc Montagnier,1932/8/18,Chabris,France,Male,World Foundation for AIDS Research and Prevention,Paris,France,NA,NA,NA,47.2513,1.6515,76
2008,Peace,The Nobel Peace Prize 2008,"""for his important efforts, on several continents and over more than three decades, to resolve international conflicts""",1月1日,833,Individual,Martti Ahtisaari,1937/6/23,Viipuri (Vyborg),Finland,Male,NA,NA,NA,NA,NA,NA,60.7122,28.7528,71
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",1月2日,826,Individual,Yoichiro Nambu,1921/1/18,Tokyo,Japan,Male,"Enrico Fermi Institute, University of Chicago","Chicago, IL",United States of America,2015/7/5,Osaka,Japan,35.6897,139.6922,87
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",1月4日,827,Individual,Makoto Kobayashi,1944/4/7,Nagoya,Japan,Male,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,NA,NA,NA,35.1833,136.9,64
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",1月4日,828,Individual,Toshihide Maskawa,1940/2/7,Nagoya,Japan,Male,Kyoto Sangyo University,Kyoto,Japan,NA,NA,NA,35.1833,136.9,68
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",1月4日,828,Individual,Toshihide Maskawa,1940/2/7,Nagoya,Japan,Male,"Yukawa Institute for Theoretical Physics (YITP), Kyoto University",Kyoto,Japan,NA,NA,NA,35.1833,136.9,68
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",1月3日,841,Individual,Venkatraman Ramakrishnan,NA,"Chidambaram, Tamil Nadu",India,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,NA,NA,NA,11.407,79.6912,
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",1月3日,842,Individual,Thomas A. Steitz,1940/8/23,"Milwaukee, WI",United States,Male,Yale University,"New Haven, CT",United States of America,NA,NA,NA,43.0642,-87.9675,69
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",1月3日,842,Individual,Thomas A. Steitz,1940/8/23,"Milwaukee, WI",United States,Male,Howard Hughes Medical Institute,NA,NA,NA,NA,NA,43.0642,-87.9675,69
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",1月3日,843,Individual,Ada E. Yonath,1939/6/22,Jerusalem,British Mandate of Palestine (Israel),Female,Weizmann Institute of Science,Rehovot,Israel,NA,NA,NA,31.7784,35.2066,70
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for her analysis of economic governance, especially the commons""",1月2日,846,Individual,Elinor Ostrom,1933/8/7,"Los Angeles, CA",United States,Female,Indiana University,"Bloomington, IN",United States of America,2012/6/12,"Bloomington, IN",United States of America,34.1141,-118.4068,76
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for her analysis of economic governance, especially the commons""",1月2日,846,Individual,Elinor Ostrom,1933/8/7,"Los Angeles, CA",United States,Female,Arizona State University,"Tempe, AZ",United States of America,2012/6/12,"Bloomington, IN",United States of America,34.1141,-118.4068,76
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for his analysis of economic governance, especially the boundaries of the firm""",1月2日,847,Individual,Oliver E. Williamson,1932/9/27,"Superior, WI",United States,Male,University of California,"Berkeley, CA",United States of America,NA,NA,NA,46.6941,-92.0823,77
2009,Literature,The Nobel Prize in Literature 2009,"""who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed""",1月1日,844,Individual,Herta Müller,1953/8/17,"Nitzkydorf, Banat",Romania,Female,NA,NA,NA,NA,NA,NA,45.4156,20.7202,56
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1月3日,835,Individual,Elizabeth H. Blackburn,1948/11/26,"Hobart, Tasmania",Australia,Female,University of California,"San Francisco, CA",United States of America,NA,NA,NA,-42.8806,147.325,61
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1月3日,836,Individual,Carol W. Greider,1961/4/15,"San Diego, CA",United States,Female,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,NA,NA,NA,32.8313,-117.1222,48
